n,seed,final_overlap,alpha,success_rate
256,30,0.984375,0.1650,0.8400
256,31,0.968750,0.1650,0.8400
256,32,0.914062,0.1650,0.8400
256,33,0.968750,0.1650,0.8400
256,34,0.992188,0.1650,0.8400
256,35,0.976562,0.1650,0.8400
256,36,0.960938,0.1650,0.8400
256,37,0.945312,0.1650,0.8400
256,38,0.976562,0.1650,0.8400
256,39,0.968750,0.1650,0.8400
256,40,0.984375,0.1650,0.8400
256,41,0.992188,0.1650,0.8400
256,42,0.984375,0.1650,0.8400
256,43,0.914062,0.1650,0.8400
256,44,0.976562,0.1650,0.8400
256,45,0.976562,0.1650,0.8400
256,46,0.984375,0.1650,0.8400
256,47,0.960938,0.1650,0.8400
256,48,0.984375,0.1650,0.8400
256,49,0.960938,0.1650,0.8400
256,0,0.937500,0.1675,0.7800
256,1,1.000000,0.1675,0.7800
256,2,0.968750,0.1675,0.7800
256,3,0.984375,0.1675,0.7800
256,4,0.984375,0.1675,0.7800
256,5,0.984375,0.1675,0.7800
256,6,0.992188,0.1675,0.7800
256,7,0.984375,0.1675,0.7800
256,8,1.000000,0.1675,0.7800
256,9,0.960938,0.1675,0.7800
256,10,0.937500,0.1675,0.7800
256,11,0.976562,0.1675,0.7800
256,12,1.000000,0.1675,0.7800
256,13,0.960938,0.1675,0.7800
256,14,0.945312,0.1675,0.7800
256,15,0.992188,0.1675,0.7800
256,16,0.937500,0.1675,0.7800
256,17,0.992188,0.1675,0.7800
256,18,0.953125,0.1675,0.7800
256,19,0.992188,0.1675,0.7800
256,20,1.000000,0.1675,0.7800
256,21,1.000000,0.1675,0.7800
256,22,0.960938,0.1675,0.7800
256,23,1.000000,0.1675,0.7800
256,24,0.992188,0.1675,0.7800
256,25,1.000000,0.1675,0.7800
256,26,0.937500,0.1675,0.7800
256,27,0.945312,0.1675,0.7800
256,28,0.984375,0.1675,0.7800
256,29,0.937500,0.1675,0.7800
256,30,0.976562,0.1675,0.7800
256,31,0.960938,0.1675,0.7800
256,32,0.906250,0.1675,0.7800
256,33,0.968750,0.1675,0.7800
256,34,0.984375,0.1675,0.7800
256,35,0.953125,0.1675,0.7800
256,36,0.960938,0.1675,0.7800
256,37,0.929688,0.1675,0.7800
256,38,0.960938,0.1675,0.7800
256,39,0.968750,0.1675,0.7800
256,40,0.960938,0.1675,0.7800
256,41,0.992188,0.1675,0.7800
256,42,0.960938,0.1675,0.7800
256,43,0.937500,0.1675,0.7800
256,44,0.984375,0.1675,0.7800
256,45,0.992188,0.1675,0.7800
256,46,0.992188,0.1675,0.7800
256,47,0.960938,0.1675,0.7800
256,48,0.984375,0.1675,0.7800
256,49,0.929688,0.1675,0.7800
256,0,0.937500,0.1700,0.7600
256,1,1.000000,0.1700,0.7600
256,2,0.968750,0.1700,0.7600
256,3,0.984375,0.1700,0.7600
256,4,0.984375,0.1700,0.7600
256,5,0.984375,0.1700,0.7600
256,6,0.992188,0.1700,0.7600
256,7,0.984375,0.1700,0.7600
256,8,1.000000,0.1700,0.7600
256,9,0.968750,0.1700,0.7600
256,10,0.914062,0.1700,0.7600
256,11,0.968750,0.1700,0.7600
256,12,0.992188,0.1700,0.7600
256,13,0.960938,0.1700,0.7600
256,14,0.953125,0.1700,0.7600
256,15,0.992188,0.1700,0.7600
256,16,0.929688,0.1700,0.7600
256,17,0.992188,0.1700,0.7600
256,18,0.953125,0.1700,0.7600
256,19,0.960938,0.1700,0.7600
256,20,1.000000,0.1700,0.7600
256,21,1.000000,0.1700,0.7600
256,22,0.945312,0.1700,0.7600
256,23,1.000000,0.1700,0.7600
256,24,0.960938,0.1700,0.7600
256,25,1.000000,0.1700,0.7600
256,26,0.937500,0.1700,0.7600
256,27,0.945312,0.1700,0.7600
256,28,0.984375,0.1700,0.7600
256,29,0.937500,0.1700,0.7600
256,30,0.976562,0.1700,0.7600
256,31,0.968750,0.1700,0.7600
256,32,0.914062,0.1700,0.7600
256,33,0.968750,0.1700,0.7600
256,34,0.984375,0.1700,0.7600
256,35,0.953125,0.1700,0.7600
256,36,0.992188,0.1700,0.7600
256,37,0.929688,0.1700,0.7600
256,38,0.960938,0.1700,0.7600
256,39,0.968750,0.1700,0.7600
256,40,0.992188,0.1700,0.7600
256,41,0.984375,0.1700,0.7600
256,42,0.906250,0.1700,0.7600
256,43,0.929688,0.1700,0.7600
256,44,0.984375,0.1700,0.7600
256,45,0.960938,0.1700,0.7600
256,46,0.984375,0.1700,0.7600
256,47,0.960938,0.1700,0.7600
256,48,0.968750,0.1700,0.7600
256,49,0.937500,0.1700,0.7600
256,0,0.937500,0.1725,0.7600
256,1,1.000000,0.1725,0.7600
256,2,0.968750,0.1725,0.7600
256,3,0.984375,0.1725,0.7600
256,4,0.984375,0.1725,0.7600
256,5,0.984375,0.1725,0.7600
256,6,0.992188,0.1725,0.7600
256,7,0.984375,0.1725,0.7600
256,8,1.000000,0.1725,0.7600
256,9,0.968750,0.1725,0.7600
256,10,0.914062,0.1725,0.7600
256,11,0.968750,0.1725,0.7600
256,12,0.992188,0.1725,0.7600
256,13,0.960938,0.1725,0.7600
256,14,0.953125,0.1725,0.7600
256,15,0.992188,0.1725,0.7600
256,16,0.929688,0.1725,0.7600
256,17,0.992188,0.1725,0.7600
256,18,0.953125,0.1725,0.7600
256,19,0.960938,0.1725,0.7600
256,20,1.000000,0.1725,0.7600
256,21,1.000000,0.1725,0.7600
256,22,0.945312,0.1725,0.7600
256,23,1.000000,0.1725,0.7600
256,24,0.960938,0.1725,0.7600
256,25,1.000000,0.1725,0.7600
256,26,0.937500,0.1725,0.7600
256,27,0.945312,0.1725,0.7600
256,28,0.984375,0.1725,0.7600
256,29,0.937500,0.1725,0.7600
256,30,0.976562,0.1725,0.7600
256,31,0.968750,0.1725,0.7600
256,32,0.914062,0.1725,0.7600
256,33,0.968750,0.1725,0.7600
256,34,0.984375,0.1725,0.7600
256,35,0.953125,0.1725,0.7600
256,36,0.992188,0.1725,0.7600
256,37,0.929688,0.1725,0.7600
256,38,0.960938,0.1725,0.7600
256,39,0.968750,0.1725,0.7600
256,40,0.992188,0.1725,0.7600
256,41,0.984375,0.1725,0.7600
256,42,0.906250,0.1725,0.7600
256,43,0.929688,0.1725,0.7600
256,44,0.984375,0.1725,0.7600
256,45,0.960938,0.1725,0.7600
256,46,0.984375,0.1725,0.7600
256,47,0.960938,0.1725,0.7600
256,48,0.968750,0.1725,0.7600
256,49,0.937500,0.1725,0.7600
256,0,0.914062,0.1750,0.7200
256,1,1.000000,0.1750,0.7200
256,2,0.968750,0.1750,0.7200
256,3,0.984375,0.1750,0.7200
256,4,0.984375,0.1750,0.7200
256,5,0.960938,0.1750,0.7200
256,6,0.976562,0.1750,0.7200
256,7,0.984375,0.1750,0.7200
256,8,1.000000,0.1750,0.7200
256,9,0.937500,0.1750,0.7200
256,10,0.945312,0.1750,0.7200
256,11,0.968750,0.1750,0.7200
256,12,0.976562,0.1750,0.7200
256,13,0.960938,0.1750,0.7200
256,14,0.960938,0.1750,0.7200
256,15,0.992188,0.1750,0.7200
256,16,0.929688,0.1750,0.7200
256,17,0.992188,0.1750,0.7200
256,18,0.945312,0.1750,0.7200
256,19,0.953125,0.1750,0.7200
256,20,0.992188,0.1750,0.7200
256,21,1.000000,0.1750,0.7200
256,22,0.898438,0.1750,0.7200
256,23,1.000000,0.1750,0.7200
256,24,0.976562,0.1750,0.7200
256,25,1.000000,0.1750,0.7200
256,26,0.929688,0.1750,0.7200
256,27,0.945312,0.1750,0.7200
256,28,0.992188,0.1750,0.7200
256,29,0.953125,0.1750,0.7200
256,30,0.976562,0.1750,0.7200
256,31,0.968750,0.1750,0.7200
256,32,0.875000,0.1750,0.7200
256,33,0.968750,0.1750,0.7200
256,34,0.984375,0.1750,0.7200
256,35,0.953125,0.1750,0.7200
256,36,0.992188,0.1750,0.7200
256,37,0.929688,0.1750,0.7200
256,38,0.960938,0.1750,0.7200
256,39,0.984375,0.1750,0.7200
256,40,0.992188,0.1750,0.7200
256,41,0.992188,0.1750,0.7200
256,42,0.921875,0.1750,0.7200
256,43,0.906250,0.1750,0.7200
256,44,0.984375,0.1750,0.7200
256,45,0.945312,0.1750,0.7200
256,46,0.984375,0.1750,0.7200
256,47,0.953125,0.1750,0.7200
256,48,0.984375,0.1750,0.7200
256,49,0.945312,0.1750,0.7200
256,0,0.914062,0.1775,0.7200
256,1,1.000000,0.1775,0.7200
256,2,0.968750,0.1775,0.7200
256,3,0.984375,0.1775,0.7200
256,4,0.984375,0.1775,0.7200
256,5,0.960938,0.1775,0.7200
256,6,0.976562,0.1775,0.7200
256,7,0.984375,0.1775,0.7200
256,8,1.000000,0.1775,0.7200
256,9,0.937500,0.1775,0.7200
256,10,0.945312,0.1775,0.7200
256,11,0.968750,0.1775,0.7200
256,12,0.976562,0.1775,0.7200
256,13,0.960938,0.1775,0.7200
256,14,0.960938,0.1775,0.7200
256,15,0.992188,0.1775,0.7200
256,16,0.929688,0.1775,0.7200
256,17,0.992188,0.1775,0.7200
256,18,0.945312,0.1775,0.7200
256,19,0.953125,0.1775,0.7200
256,20,0.992188,0.1775,0.7200
256,21,1.000000,0.1775,0.7200
256,22,0.898438,0.1775,0.7200
256,23,1.000000,0.1775,0.7200
256,24,0.976562,0.1775,0.7200
256,25,1.000000,0.1775,0.7200
256,26,0.929688,0.1775,0.7200
256,27,0.945312,0.1775,0.7200
256,28,0.992188,0.1775,0.7200
256,29,0.953125,0.1775,0.7200
256,30,0.976562,0.1775,0.7200
256,31,0.968750,0.1775,0.7200
256,32,0.875000,0.1775,0.7200
256,33,0.968750,0.1775,0.7200
256,34,0.984375,0.1775,0.7200
256,35,0.953125,0.1775,0.7200
256,36,0.992188,0.1775,0.7200
256,37,0.929688,0.1775,0.7200
256,38,0.960938,0.1775,0.7200
256,39,0.984375,0.1775,0.7200
256,40,0.992188,0.1775,0.7200
256,41,0.992188,0.1775,0.7200
256,42,0.921875,0.1775,0.7200
256,43,0.906250,0.1775,0.7200
256,44,0.984375,0.1775,0.7200
256,45,0.945312,0.1775,0.7200
256,46,0.984375,0.1775,0.7200
256,47,0.953125,0.1775,0.7200
256,48,0.984375,0.1775,0.7200
256,49,0.945312,0.1775,0.7200
256,0,0.906250,0.1800,0.7600
256,1,1.000000,0.1800,0.7600
256,2,0.960938,0.1800,0.7600
256,3,0.984375,0.1800,0.7600
256,4,0.984375,0.1800,0.7600
256,5,0.992188,0.1800,0.7600
256,6,0.976562,0.1800,0.7600
256,7,0.984375,0.1800,0.7600
256,8,1.000000,0.1800,0.7600
256,9,0.945312,0.1800,0.7600
256,10,0.945312,0.1800,0.7600
256,11,0.976562,0.1800,0.7600
256,12,0.976562,0.1800,0.7600
256,13,0.968750,0.1800,0.7600
256,14,0.937500,0.1800,0.7600
256,15,0.992188,0.1800,0.7600
256,16,0.968750,0.1800,0.7600
256,17,0.992188,0.1800,0.7600
256,18,0.953125,0.1800,0.7600
256,19,0.968750,0.1800,0.7600
256,20,0.992188,0.1800,0.7600
256,21,1.000000,0.1800,0.7600
256,22,0.898438,0.1800,0.7600
256,23,1.000000,0.1800,0.7600
256,24,0.976562,0.1800,0.7600
256,25,1.000000,0.1800,0.7600
256,26,0.929688,0.1800,0.7600
256,27,0.953125,0.1800,0.7600
256,28,1.000000,0.1800,0.7600
256,29,0.953125,0.1800,0.7600
256,30,0.976562,0.1800,0.7600
256,31,0.960938,0.1800,0.7600
256,32,0.875000,0.1800,0.7600
256,33,0.968750,0.1800,0.7600
256,34,0.984375,0.1800,0.7600
256,35,0.953125,0.1800,0.7600
256,36,0.992188,0.1800,0.7600
256,37,0.929688,0.1800,0.7600
256,38,0.953125,0.1800,0.7600
256,39,0.976562,0.1800,0.7600
256,40,0.953125,0.1800,0.7600
256,41,0.976562,0.1800,0.7600
256,42,0.921875,0.1800,0.7600
256,43,0.898438,0.1800,0.7600
256,44,0.929688,0.1800,0.7600
256,45,0.976562,0.1800,0.7600
256,46,0.984375,0.1800,0.7600
256,47,0.953125,0.1800,0.7600
256,48,0.984375,0.1800,0.7600
256,49,0.921875,0.1800,0.7600
256,0,0.945312,0.1825,0.6600
256,1,1.000000,0.1825,0.6600
256,2,0.937500,0.1825,0.6600
256,3,0.984375,0.1825,0.6600
256,4,0.984375,0.1825,0.6600
256,5,0.984375,0.1825,0.6600
256,6,0.984375,0.1825,0.6600
256,7,0.984375,0.1825,0.6600
256,8,1.000000,0.1825,0.6600
256,9,0.945312,0.1825,0.6600
256,10,0.937500,0.1825,0.6600
256,11,0.976562,0.1825,0.6600
256,12,0.968750,0.1825,0.6600
256,13,0.929688,0.1825,0.6600
256,14,0.953125,0.1825,0.6600
256,15,0.984375,0.1825,0.6600
256,16,0.945312,0.1825,0.6600
256,17,0.984375,0.1825,0.6600
256,18,0.953125,0.1825,0.6600
256,19,0.976562,0.1825,0.6600
256,20,0.992188,0.1825,0.6600
256,21,1.000000,0.1825,0.6600
256,22,0.890625,0.1825,0.6600
256,23,1.000000,0.1825,0.6600
256,24,0.976562,0.1825,0.6600
256,25,1.000000,0.1825,0.6600
256,26,0.937500,0.1825,0.6600
256,27,0.960938,0.1825,0.6600
256,28,0.976562,0.1825,0.6600
256,29,0.945312,0.1825,0.6600
256,30,0.984375,0.1825,0.6600
256,31,0.968750,0.1825,0.6600
256,32,0.914062,0.1825,0.6600
256,33,0.968750,0.1825,0.6600
256,34,0.984375,0.1825,0.6600
256,35,0.953125,0.1825,0.6600
256,36,0.976562,0.1825,0.6600
256,37,0.929688,0.1825,0.6600
256,38,0.953125,0.1825,0.6600
256,39,0.953125,0.1825,0.6600
256,40,0.992188,0.1825,0.6600
256,41,0.929688,0.1825,0.6600
256,42,0.921875,0.1825,0.6600
256,43,0.835938,0.1825,0.6600
256,44,0.937500,0.1825,0.6600
256,45,0.968750,0.1825,0.6600
256,46,0.992188,0.1825,0.6600
256,47,0.945312,0.1825,0.6600
256,48,0.984375,0.1825,0.6600
256,49,0.929688,0.1825,0.6600
256,0,0.945312,0.1850,0.6600
256,1,1.000000,0.1850,0.6600
256,2,0.937500,0.1850,0.6600
256,3,0.984375,0.1850,0.6600
256,4,0.984375,0.1850,0.6600
256,5,0.984375,0.1850,0.6600
256,6,0.984375,0.1850,0.6600
256,7,0.984375,0.1850,0.6600
256,8,1.000000,0.1850,0.6600
256,9,0.945312,0.1850,0.6600
256,10,0.937500,0.1850,0.6600
256,11,0.976562,0.1850,0.6600
256,12,0.968750,0.1850,0.6600
256,13,0.929688,0.1850,0.6600
256,14,0.953125,0.1850,0.6600
256,15,0.984375,0.1850,0.6600
256,16,0.945312,0.1850,0.6600
256,17,0.984375,0.1850,0.6600
256,18,0.953125,0.1850,0.6600
256,19,0.976562,0.1850,0.6600
256,20,0.992188,0.1850,0.6600
256,21,1.000000,0.1850,0.6600
256,22,0.890625,0.1850,0.6600
256,23,1.000000,0.1850,0.6600
256,24,0.976562,0.1850,0.6600
256,25,1.000000,0.1850,0.6600
256,26,0.937500,0.1850,0.6600
256,27,0.960938,0.1850,0.6600
256,28,0.976562,0.1850,0.6600
256,29,0.945312,0.1850,0.6600
256,30,0.984375,0.1850,0.6600
256,31,0.968750,0.1850,0.6600
256,32,0.914062,0.1850,0.6600
256,33,0.968750,0.1850,0.6600
256,34,0.984375,0.1850,0.6600
256,35,0.953125,0.1850,0.6600
256,36,0.976562,0.1850,0.6600
256,37,0.929688,0.1850,0.6600
256,38,0.953125,0.1850,0.6600
256,39,0.953125,0.1850,0.6600
256,40,0.992188,0.1850,0.6600
256,41,0.929688,0.1850,0.6600
256,42,0.921875,0.1850,0.6600
256,43,0.835938,0.1850,0.6600
256,44,0.937500,0.1850,0.6600
256,45,0.968750,0.1850,0.6600
256,46,0.992188,0.1850,0.6600
256,47,0.945312,0.1850,0.6600
256,48,0.984375,0.1850,0.6600
256,49,0.929688,0.1850,0.6600
256,0,0.898438,0.1875,0.6400
256,1,1.000000,0.1875,0.6400
256,2,0.960938,0.1875,0.6400
256,3,0.968750,0.1875,0.6400
256,4,0.984375,0.1875,0.6400
256,5,0.992188,0.1875,0.6400
256,6,0.984375,0.1875,0.6400
256,7,0.984375,0.1875,0.6400
256,8,1.000000,0.1875,0.6400
256,9,0.937500,0.1875,0.6400
256,10,0.945312,0.1875,0.6400
256,11,0.968750,0.1875,0.6400
256,12,0.976562,0.1875,0.6400
256,13,0.921875,0.1875,0.6400
256,14,0.953125,0.1875,0.6400
256,15,0.984375,0.1875,0.6400
256,16,0.882812,0.1875,0.6400
256,17,0.984375,0.1875,0.6400
256,18,0.937500,0.1875,0.6400
256,19,0.976562,0.1875,0.6400
256,20,0.984375,0.1875,0.6400
256,21,1.000000,0.1875,0.6400
256,22,0.898438,0.1875,0.6400
256,23,1.000000,0.1875,0.6400
256,24,0.968750,0.1875,0.6400
256,25,0.992188,0.1875,0.6400
256,26,0.929688,0.1875,0.6400
256,27,0.960938,0.1875,0.6400
256,28,0.992188,0.1875,0.6400
256,29,0.914062,0.1875,0.6400
256,30,0.976562,0.1875,0.6400
256,31,0.968750,0.1875,0.6400
256,32,0.898438,0.1875,0.6400
256,33,0.968750,0.1875,0.6400
256,34,0.984375,0.1875,0.6400
256,35,0.945312,0.1875,0.6400
256,36,0.992188,0.1875,0.6400
256,37,0.921875,0.1875,0.6400
256,38,0.960938,0.1875,0.6400
256,39,0.968750,0.1875,0.6400
256,40,0.992188,0.1875,0.6400
256,41,0.921875,0.1875,0.6400
256,42,0.914062,0.1875,0.6400
256,43,0.867188,0.1875,0.6400
256,44,0.921875,0.1875,0.6400
256,45,0.968750,0.1875,0.6400
256,46,0.984375,0.1875,0.6400
256,47,0.929688,0.1875,0.6400
256,48,0.968750,0.1875,0.6400
256,49,0.929688,0.1875,0.6400
256,0,0.898438,0.1900,0.5800
256,1,0.984375,0.1900,0.5800
256,2,0.921875,0.1900,0.5800
256,3,0.953125,0.1900,0.5800
256,4,0.984375,0.1900,0.5800
256,5,0.945312,0.1900,0.5800
256,6,0.984375,0.1900,0.5800
256,7,0.968750,0.1900,0.5800
256,8,0.992188,0.1900,0.5800
256,9,0.960938,0.1900,0.5800
256,10,0.960938,0.1900,0.5800
256,11,0.945312,0.1900,0.5800
256,12,0.953125,0.1900,0.5800
256,13,0.921875,0.1900,0.5800
256,14,0.929688,0.1900,0.5800
256,15,0.984375,0.1900,0.5800
256,16,0.921875,0.1900,0.5800
256,17,0.984375,0.1900,0.5800
256,18,0.945312,0.1900,0.5800
256,19,0.984375,0.1900,0.5800
256,20,0.984375,0.1900,0.5800
256,21,1.000000,0.1900,0.5800
256,22,0.882812,0.1900,0.5800
256,23,1.000000,0.1900,0.5800
256,24,0.984375,0.1900,0.5800
256,25,0.976562,0.1900,0.5800
256,26,0.937500,0.1900,0.5800
256,27,0.960938,0.1900,0.5800
256,28,0.992188,0.1900,0.5800
256,29,0.906250,0.1900,0.5800
256,30,0.960938,0.1900,0.5800
256,31,0.968750,0.1900,0.5800
256,32,0.875000,0.1900,0.5800
256,33,0.968750,0.1900,0.5800
256,34,0.984375,0.1900,0.5800
256,35,0.953125,0.1900,0.5800
256,36,0.992188,0.1900,0.5800
256,37,0.921875,0.1900,0.5800
256,38,0.960938,0.1900,0.5800
256,39,0.929688,0.1900,0.5800
256,40,0.937500,0.1900,0.5800
256,41,0.921875,0.1900,0.5800
256,42,0.921875,0.1900,0.5800
256,43,0.851562,0.1900,0.5800
256,44,0.921875,0.1900,0.5800
256,45,0.968750,0.1900,0.5800
256,46,0.976562,0.1900,0.5800
256,47,0.914062,0.1900,0.5800
256,48,0.968750,0.1900,0.5800
256,49,0.921875,0.1900,0.5800
256,0,0.898438,0.1925,0.5800
256,1,0.984375,0.1925,0.5800
256,2,0.921875,0.1925,0.5800
256,3,0.953125,0.1925,0.5800
256,4,0.984375,0.1925,0.5800
256,5,0.945312,0.1925,0.5800
256,6,0.984375,0.1925,0.5800
256,7,0.968750,0.1925,0.5800
256,8,0.992188,0.1925,0.5800
256,9,0.960938,0.1925,0.5800
256,10,0.960938,0.1925,0.5800
256,11,0.945312,0.1925,0.5800
256,12,0.953125,0.1925,0.5800
256,13,0.921875,0.1925,0.5800
256,14,0.929688,0.1925,0.5800
256,15,0.984375,0.1925,0.5800
256,16,0.921875,0.1925,0.5800
256,17,0.984375,0.1925,0.5800
256,18,0.945312,0.1925,0.5800
256,19,0.984375,0.1925,0.5800
256,20,0.984375,0.1925,0.5800
256,21,1.000000,0.1925,0.5800
256,22,0.882812,0.1925,0.5800
256,23,1.000000,0.1925,0.5800
256,24,0.984375,0.1925,0.5800
256,25,0.976562,0.1925,0.5800
256,26,0.937500,0.1925,0.5800
256,27,0.960938,0.1925,0.5800
256,28,0.992188,0.1925,0.5800
256,29,0.906250,0.1925,0.5800
256,30,0.960938,0.1925,0.5800
256,31,0.968750,0.1925,0.5800
256,32,0.875000,0.1925,0.5800
256,33,0.968750,0.1925,0.5800
256,34,0.984375,0.1925,0.5800
256,35,0.953125,0.1925,0.5800
256,36,0.992188,0.1925,0.5800
256,37,0.921875,0.1925,0.5800
256,38,0.960938,0.1925,0.5800
256,39,0.929688,0.1925,0.5800
256,40,0.937500,0.1925,0.5800
256,41,0.921875,0.1925,0.5800
256,42,0.921875,0.1925,0.5800
256,43,0.851562,0.1925,0.5800
256,44,0.921875,0.1925,0.5800
256,45,0.968750,0.1925,0.5800
256,46,0.976562,0.1925,0.5800
256,47,0.914062,0.1925,0.5800
256,48,0.968750,0.1925,0.5800
256,49,0.921875,0.1925,0.5800
256,0,0.921875,0.1950,0.6200
256,1,0.976562,0.1950,0.6200
256,2,0.929688,0.1950,0.6200
256,3,0.968750,0.1950,0.6200
256,4,0.984375,0.1950,0.6200
256,5,0.929688,0.1950,0.6200
256,6,0.984375,0.1950,0.6200
256,7,0.960938,0.1950,0.6200
256,8,1.000000,0.1950,0.6200
256,9,0.968750,0.1950,0.6200
256,10,0.960938,0.1950,0.6200
256,11,0.953125,0.1950,0.6200
256,12,0.976562,0.1950,0.6200
256,13,0.890625,0.1950,0.6200
256,14,0.921875,0.1950,0.6200
256,15,0.976562,0.1950,0.6200
256,16,0.984375,0.1950,0.6200
256,17,0.984375,0.1950,0.6200
256,18,0.953125,0.1950,0.6200
256,19,0.992188,0.1950,0.6200
256,20,0.984375,0.1950,0.6200
256,21,0.984375,0.1950,0.6200
256,22,0.882812,0.1950,0.6200
256,23,1.000000,0.1950,0.6200
256,24,0.984375,0.1950,0.6200
256,25,0.976562,0.1950,0.6200
256,26,0.937500,0.1950,0.6200
256,27,0.937500,0.1950,0.6200
256,28,0.992188,0.1950,0.6200
256,29,0.929688,0.1950,0.6200
256,30,0.976562,0.1950,0.6200
256,31,0.968750,0.1950,0.6200
256,32,0.906250,0.1950,0.6200
256,33,0.953125,0.1950,0.6200
256,34,0.984375,0.1950,0.6200
256,35,0.945312,0.1950,0.6200
256,36,0.992188,0.1950,0.6200
256,37,0.914062,0.1950,0.6200
256,38,0.960938,0.1950,0.6200
256,39,0.937500,0.1950,0.6200
256,40,0.992188,0.1950,0.6200
256,41,0.867188,0.1950,0.6200
256,42,0.921875,0.1950,0.6200
256,43,0.867188,0.1950,0.6200
256,44,0.890625,0.1950,0.6200
256,45,0.953125,0.1950,0.6200
256,46,0.968750,0.1950,0.6200
256,47,0.929688,0.1950,0.6200
256,48,0.968750,0.1950,0.6200
256,49,0.921875,0.1950,0.6200
256,0,0.906250,0.1975,0.5400
256,1,0.984375,0.1975,0.5400
256,2,0.937500,0.1975,0.5400
256,3,0.968750,0.1975,0.5400
256,4,0.968750,0.1975,0.5400
256,5,0.921875,0.1975,0.5400
256,6,0.984375,0.1975,0.5400
256,7,0.968750,0.1975,0.5400
256,8,0.992188,0.1975,0.5400
256,9,0.945312,0.1975,0.5400
256,10,0.937500,0.1975,0.5400
256,11,0.953125,0.1975,0.5400
256,12,0.968750,0.1975,0.5400
256,13,0.890625,0.1975,0.5400
256,14,0.898438,0.1975,0.5400
256,15,0.976562,0.1975,0.5400
256,16,0.968750,0.1975,0.5400
256,17,0.976562,0.1975,0.5400
256,18,0.968750,0.1975,0.5400
256,19,0.992188,0.1975,0.5400
256,20,0.984375,0.1975,0.5400
256,21,0.976562,0.1975,0.5400
256,22,0.867188,0.1975,0.5400
256,23,1.000000,0.1975,0.5400
256,24,0.984375,0.1975,0.5400
256,25,0.968750,0.1975,0.5400
256,26,0.937500,0.1975,0.5400
256,27,0.960938,0.1975,0.5400
256,28,0.976562,0.1975,0.5400
256,29,0.929688,0.1975,0.5400
256,30,0.976562,0.1975,0.5400
256,31,0.976562,0.1975,0.5400
256,32,0.898438,0.1975,0.5400
256,33,0.937500,0.1975,0.5400
256,34,0.968750,0.1975,0.5400
256,35,0.945312,0.1975,0.5400
256,36,0.976562,0.1975,0.5400
256,37,0.937500,0.1975,0.5400
256,38,0.960938,0.1975,0.5400
256,39,0.914062,0.1975,0.5400
256,40,0.937500,0.1975,0.5400
256,41,0.882812,0.1975,0.5400
256,42,0.937500,0.1975,0.5400
256,43,0.859375,0.1975,0.5400
256,44,0.890625,0.1975,0.5400
256,45,0.921875,0.1975,0.5400
256,46,0.968750,0.1975,0.5400
256,47,0.875000,0.1975,0.5400
256,48,0.976562,0.1975,0.5400
256,49,0.921875,0.1975,0.5400
256,0,0.906250,0.2000,0.5400
256,1,0.984375,0.2000,0.5400
256,2,0.937500,0.2000,0.5400
256,3,0.968750,0.2000,0.5400
256,4,0.968750,0.2000,0.5400
256,5,0.921875,0.2000,0.5400
256,6,0.984375,0.2000,0.5400
256,7,0.968750,0.2000,0.5400
256,8,0.992188,0.2000,0.5400
256,9,0.945312,0.2000,0.5400
256,10,0.937500,0.2000,0.5400
256,11,0.953125,0.2000,0.5400
256,12,0.968750,0.2000,0.5400
256,13,0.890625,0.2000,0.5400
256,14,0.898438,0.2000,0.5400
256,15,0.976562,0.2000,0.5400
256,16,0.968750,0.2000,0.5400
256,17,0.976562,0.2000,0.5400
256,18,0.968750,0.2000,0.5400
256,19,0.992188,0.2000,0.5400
256,20,0.984375,0.2000,0.5400
256,21,0.976562,0.2000,0.5400
256,22,0.867188,0.2000,0.5400
256,23,1.000000,0.2000,0.5400
256,24,0.984375,0.2000,0.5400
256,25,0.968750,0.2000,0.5400
256,26,0.937500,0.2000,0.5400
256,27,0.960938,0.2000,0.5400
256,28,0.976562,0.2000,0.5400
256,29,0.929688,0.2000,0.5400
256,30,0.976562,0.2000,0.5400
256,31,0.976562,0.2000,0.5400
256,32,0.898438,0.2000,0.5400
256,33,0.937500,0.2000,0.5400
256,34,0.968750,0.2000,0.5400
256,35,0.945312,0.2000,0.5400
256,36,0.976562,0.2000,0.5400
256,37,0.937500,0.2000,0.5400
256,38,0.960938,0.2000,0.5400
256,39,0.914062,0.2000,0.5400
256,40,0.937500,0.2000,0.5400
256,41,0.882812,0.2000,0.5400
256,42,0.937500,0.2000,0.5400
256,43,0.859375,0.2000,0.5400
256,44,0.890625,0.2000,0.5400
256,45,0.921875,0.2000,0.5400
256,46,0.968750,0.2000,0.5400
256,47,0.875000,0.2000,0.5400
256,48,0.976562,0.2000,0.5400
256,49,0.921875,0.2000,0.5400
256,0,0.960938,0.2025,0.6000
256,1,0.984375,0.2025,0.6000
256,2,0.914062,0.2025,0.6000
256,3,0.968750,0.2025,0.6000
256,4,0.968750,0.2025,0.6000
256,5,0.937500,0.2025,0.6000
256,6,0.984375,0.2025,0.6000
256,7,0.968750,0.2025,0.6000
256,8,0.992188,0.2025,0.6000
256,9,0.953125,0.2025,0.6000
256,10,0.968750,0.2025,0.6000
256,11,0.960938,0.2025,0.6000
256,12,0.953125,0.2025,0.6000
256,13,0.859375,0.2025,0.6000
256,14,0.945312,0.2025,0.6000
