n,seed,final_overlap,alpha,success_rate
256,15,0.976562,0.2025,0.6000
256,16,0.843750,0.2025,0.6000
256,17,0.960938,0.2025,0.6000
256,18,0.960938,0.2025,0.6000
256,19,0.992188,0.2025,0.6000
256,20,0.984375,0.2025,0.6000
256,21,0.984375,0.2025,0.6000
256,22,0.828125,0.2025,0.6000
256,23,1.000000,0.2025,0.6000
256,24,1.000000,0.2025,0.6000
256,25,0.968750,0.2025,0.6000
256,26,0.960938,0.2025,0.6000
256,27,0.945312,0.2025,0.6000
256,28,0.992188,0.2025,0.6000
256,29,0.929688,0.2025,0.6000
256,30,0.953125,0.2025,0.6000
256,31,0.968750,0.2025,0.6000
256,32,0.890625,0.2025,0.6000
256,33,0.937500,0.2025,0.6000
256,34,0.984375,0.2025,0.6000
256,35,0.929688,0.2025,0.6000
256,36,0.968750,0.2025,0.6000
256,37,0.898438,0.2025,0.6000
256,38,0.960938,0.2025,0.6000
256,39,0.906250,0.2025,0.6000
256,40,0.937500,0.2025,0.6000
256,41,0.859375,0.2025,0.6000
256,42,0.906250,0.2025,0.6000
256,43,0.859375,0.2025,0.6000
256,44,0.882812,0.2025,0.6000
256,45,0.968750,0.2025,0.6000
256,46,0.867188,0.2025,0.6000
256,47,0.882812,0.2025,0.6000
256,48,0.968750,0.2025,0.6000
256,49,0.953125,0.2025,0.6000
256,0,0.960938,0.2050,0.6000
256,1,0.984375,0.2050,0.6000
256,2,0.914062,0.2050,0.6000
256,3,0.968750,0.2050,0.6000
256,4,0.968750,0.2050,0.6000
256,5,0.937500,0.2050,0.6000
256,6,0.984375,0.2050,0.6000
256,7,0.968750,0.2050,0.6000
256,8,0.992188,0.2050,0.6000
256,9,0.953125,0.2050,0.6000
256,10,0.968750,0.2050,0.6000
256,11,0.960938,0.2050,0.6000
256,12,0.953125,0.2050,0.6000
256,13,0.859375,0.2050,0.6000
256,14,0.945312,0.2050,0.6000
256,15,0.976562,0.2050,0.6000
256,16,0.843750,0.2050,0.6000
256,17,0.960938,0.2050,0.6000
256,18,0.960938,0.2050,0.6000
256,19,0.992188,0.2050,0.6000
256,20,0.984375,0.2050,0.6000
256,21,0.984375,0.2050,0.6000
256,22,0.828125,0.2050,0.6000
256,23,1.000000,0.2050,0.6000
256,24,1.000000,0.2050,0.6000
256,25,0.968750,0.2050,0.6000
256,26,0.960938,0.2050,0.6000
256,27,0.945312,0.2050,0.6000
256,28,0.992188,0.2050,0.6000
256,29,0.929688,0.2050,0.6000
256,30,0.953125,0.2050,0.6000
256,31,0.968750,0.2050,0.6000
256,32,0.890625,0.2050,0.6000
256,33,0.937500,0.2050,0.6000
256,34,0.984375,0.2050,0.6000
256,35,0.929688,0.2050,0.6000
256,36,0.968750,0.2050,0.6000
256,37,0.898438,0.2050,0.6000
256,38,0.960938,0.2050,0.6000
256,39,0.906250,0.2050,0.6000
256,40,0.937500,0.2050,0.6000
256,41,0.859375,0.2050,0.6000
256,42,0.906250,0.2050,0.6000
256,43,0.859375,0.2050,0.6000
256,44,0.882812,0.2050,0.6000
256,45,0.968750,0.2050,0.6000
256,46,0.867188,0.2050,0.6000
256,47,0.882812,0.2050,0.6000
256,48,0.968750,0.2050,0.6000
256,49,0.953125,0.2050,0.6000
256,0,0.945312,0.2075,0.4600
256,1,0.960938,0.2075,0.4600
256,2,0.898438,0.2075,0.4600
256,3,0.953125,0.2075,0.4600
256,4,0.968750,0.2075,0.4600
256,5,0.921875,0.2075,0.4600
256,6,0.929688,0.2075,0.4600
256,7,0.968750,0.2075,0.4600
256,8,0.976562,0.2075,0.4600
256,9,0.789062,0.2075,0.4600
256,10,0.960938,0.2075,0.4600
256,11,0.960938,0.2075,0.4600
256,12,0.960938,0.2075,0.4600
256,13,0.851562,0.2075,0.4600
256,14,0.921875,0.2075,0.4600
256,15,0.968750,0.2075,0.4600
256,16,0.851562,0.2075,0.4600
256,17,0.976562,0.2075,0.4600
256,18,0.859375,0.2075,0.4600
256,19,0.992188,0.2075,0.4600
256,20,0.976562,0.2075,0.4600
256,21,0.968750,0.2075,0.4600
256,22,0.843750,0.2075,0.4600
256,23,0.992188,0.2075,0.4600
256,24,0.960938,0.2075,0.4600
256,25,0.976562,0.2075,0.4600
256,26,0.960938,0.2075,0.4600
256,27,0.945312,0.2075,0.4600
256,28,0.984375,0.2075,0.4600
256,29,0.921875,0.2075,0.4600
256,30,0.953125,0.2075,0.4600
256,31,0.867188,0.2075,0.4600
256,32,0.890625,0.2075,0.4600
256,33,0.929688,0.2075,0.4600
256,34,0.976562,0.2075,0.4600
256,35,0.929688,0.2075,0.4600
256,36,0.960938,0.2075,0.4600
256,37,0.890625,0.2075,0.4600
256,38,0.960938,0.2075,0.4600
256,39,0.921875,0.2075,0.4600
256,40,0.890625,0.2075,0.4600
256,41,0.875000,0.2075,0.4600
256,42,0.914062,0.2075,0.4600
256,43,0.851562,0.2075,0.4600
256,44,0.859375,0.2075,0.4600
256,45,0.945312,0.2075,0.4600
256,46,0.929688,0.2075,0.4600
256,47,0.914062,0.2075,0.4600
256,48,0.953125,0.2075,0.4600
256,49,0.945312,0.2075,0.4600
1024,0,0.984375,0.1300,1.0000
1024,1,0.998047,0.1300,1.0000
1024,2,0.978516,0.1300,1.0000
1024,3,0.988281,0.1300,1.0000
1024,4,0.984375,0.1300,1.0000
1024,5,0.982422,0.1300,1.0000
1024,6,0.996094,0.1300,1.0000
1024,7,0.986328,0.1300,1.0000
1024,8,0.994141,0.1300,1.0000
1024,9,0.998047,0.1300,1.0000
1024,10,0.994141,0.1300,1.0000
1024,11,0.976562,0.1300,1.0000
1024,12,0.996094,0.1300,1.0000
1024,13,0.994141,0.1300,1.0000
1024,14,0.986328,0.1300,1.0000
1024,15,0.990234,0.1300,1.0000
1024,16,0.978516,0.1300,1.0000
1024,17,0.992188,0.1300,1.0000
1024,18,0.990234,0.1300,1.0000
1024,19,0.976562,0.1300,1.0000
1024,20,0.998047,0.1300,1.0000
1024,21,0.994141,0.1300,1.0000
1024,22,0.994141,0.1300,1.0000
1024,23,0.996094,0.1300,1.0000
1024,24,0.990234,0.1300,1.0000
1024,25,0.994141,0.1300,1.0000
1024,26,0.992188,0.1300,1.0000
1024,27,0.992188,0.1300,1.0000
1024,28,0.998047,0.1300,1.0000
1024,29,1.000000,0.1300,1.0000
1024,30,0.992188,0.1300,1.0000
1024,31,0.994141,0.1300,1.0000
1024,32,0.996094,0.1300,1.0000
1024,33,0.996094,0.1300,1.0000
1024,34,0.992188,0.1300,1.0000
1024,35,0.996094,0.1300,1.0000
1024,36,0.990234,0.1300,1.0000
1024,37,0.982422,0.1300,1.0000
1024,38,0.992188,0.1300,1.0000
1024,39,0.986328,0.1300,1.0000
1024,40,0.992188,0.1300,1.0000
1024,41,1.000000,0.1300,1.0000
1024,42,0.988281,0.1300,1.0000
1024,43,0.984375,0.1300,1.0000
1024,44,0.980469,0.1300,1.0000
1024,45,0.994141,0.1300,1.0000
1024,46,0.994141,0.1300,1.0000
1024,47,0.994141,0.1300,1.0000
1024,48,0.990234,0.1300,1.0000
1024,49,0.992188,0.1300,1.0000
1024,0,0.990234,0.1325,1.0000
1024,1,0.996094,0.1325,1.0000
1024,2,0.980469,0.1325,1.0000
1024,3,0.986328,0.1325,1.0000
1024,4,0.984375,0.1325,1.0000
1024,5,0.988281,0.1325,1.0000
1024,6,0.996094,0.1325,1.0000
1024,7,0.988281,0.1325,1.0000
1024,8,0.990234,0.1325,1.0000
1024,9,0.996094,0.1325,1.0000
1024,10,0.988281,0.1325,1.0000
1024,11,0.984375,0.1325,1.0000
1024,12,0.996094,0.1325,1.0000
1024,13,0.996094,0.1325,1.0000
1024,14,0.984375,0.1325,1.0000
1024,15,0.986328,0.1325,1.0000
1024,16,0.974609,0.1325,1.0000
1024,17,0.990234,0.1325,1.0000
1024,18,0.992188,0.1325,1.0000
1024,19,0.968750,0.1325,1.0000
1024,20,0.988281,0.1325,1.0000
1024,21,0.994141,0.1325,1.0000
1024,22,0.994141,0.1325,1.0000
1024,23,0.996094,0.1325,1.0000
1024,24,0.990234,0.1325,1.0000
1024,25,0.996094,0.1325,1.0000
1024,26,0.986328,0.1325,1.0000
1024,27,0.988281,0.1325,1.0000
1024,28,0.996094,0.1325,1.0000
1024,29,1.000000,0.1325,1.0000
1024,30,0.988281,0.1325,1.0000
1024,31,0.992188,0.1325,1.0000
1024,32,0.996094,0.1325,1.0000
1024,33,0.998047,0.1325,1.0000
1024,34,0.984375,0.1325,1.0000
1024,35,0.998047,0.1325,1.0000
1024,36,0.990234,0.1325,1.0000
1024,37,0.974609,0.1325,1.0000
1024,38,0.992188,0.1325,1.0000
1024,39,0.988281,0.1325,1.0000
1024,40,0.986328,0.1325,1.0000
1024,41,1.000000,0.1325,1.0000
1024,42,0.986328,0.1325,1.0000
1024,43,0.982422,0.1325,1.0000
1024,44,0.982422,0.1325,1.0000
1024,45,0.992188,0.1325,1.0000
1024,46,0.990234,0.1325,1.0000
1024,47,0.992188,0.1325,1.0000
1024,48,0.988281,0.1325,1.0000
1024,49,0.992188,0.1325,1.0000
1024,0,0.992188,0.1350,1.0000
1024,1,0.990234,0.1350,1.0000
1024,2,0.974609,0.1350,1.0000
1024,3,0.988281,0.1350,1.0000
1024,4,0.988281,0.1350,1.0000
1024,5,0.988281,0.1350,1.0000
1024,6,0.988281,0.1350,1.0000
1024,7,0.988281,0.1350,1.0000
1024,8,0.986328,0.1350,1.0000
1024,9,0.998047,0.1350,1.0000
1024,10,0.988281,0.1350,1.0000
1024,11,0.976562,0.1350,1.0000
1024,12,0.996094,0.1350,1.0000
1024,13,0.992188,0.1350,1.0000
1024,14,0.982422,0.1350,1.0000
1024,15,0.988281,0.1350,1.0000
1024,16,0.974609,0.1350,1.0000
1024,17,0.990234,0.1350,1.0000
1024,18,0.996094,0.1350,1.0000
1024,19,0.966797,0.1350,1.0000
1024,20,0.992188,0.1350,1.0000
1024,21,0.992188,0.1350,1.0000
1024,22,0.996094,0.1350,1.0000
1024,23,0.996094,0.1350,1.0000
1024,24,0.990234,0.1350,1.0000
1024,25,0.996094,0.1350,1.0000
1024,26,0.986328,0.1350,1.0000
1024,27,0.988281,0.1350,1.0000
1024,28,0.998047,0.1350,1.0000
1024,29,1.000000,0.1350,1.0000
1024,30,0.980469,0.1350,1.0000
1024,31,0.990234,0.1350,1.0000
1024,32,0.998047,0.1350,1.0000
1024,33,0.998047,0.1350,1.0000
1024,34,0.980469,0.1350,1.0000
1024,35,0.996094,0.1350,1.0000
1024,36,0.968750,0.1350,1.0000
1024,37,0.960938,0.1350,1.0000
1024,38,0.994141,0.1350,1.0000
1024,39,0.988281,0.1350,1.0000
1024,40,0.988281,0.1350,1.0000
1024,41,1.000000,0.1350,1.0000
1024,42,0.988281,0.1350,1.0000
1024,43,0.982422,0.1350,1.0000
1024,44,0.982422,0.1350,1.0000
1024,45,0.994141,0.1350,1.0000
1024,46,0.988281,0.1350,1.0000
1024,47,0.992188,0.1350,1.0000
1024,48,0.992188,0.1350,1.0000
1024,49,0.988281,0.1350,1.0000
1024,0,0.990234,0.1375,1.0000
1024,1,0.990234,0.1375,1.0000
1024,2,0.982422,0.1375,1.0000
1024,3,0.990234,0.1375,1.0000
1024,4,0.980469,0.1375,1.0000
1024,5,0.988281,0.1375,1.0000
1024,6,0.994141,0.1375,1.0000
1024,7,0.988281,0.1375,1.0000
1024,8,0.986328,0.1375,1.0000
1024,9,0.994141,0.1375,1.0000
1024,10,0.986328,0.1375,1.0000
1024,11,0.972656,0.1375,1.0000
1024,12,0.996094,0.1375,1.0000
1024,13,0.988281,0.1375,1.0000
1024,14,0.984375,0.1375,1.0000
1024,15,0.986328,0.1375,1.0000
1024,16,0.968750,0.1375,1.0000
1024,17,0.990234,0.1375,1.0000
1024,18,0.966797,0.1375,1.0000
1024,19,0.966797,0.1375,1.0000
1024,20,0.992188,0.1375,1.0000
1024,21,0.990234,0.1375,1.0000
1024,22,0.996094,0.1375,1.0000
1024,23,0.996094,0.1375,1.0000
1024,24,0.990234,0.1375,1.0000
1024,25,0.994141,0.1375,1.0000
1024,26,0.978516,0.1375,1.0000
1024,27,0.984375,0.1375,1.0000
1024,28,0.996094,0.1375,1.0000
1024,29,0.992188,0.1375,1.0000
1024,30,0.976562,0.1375,1.0000
1024,31,0.988281,0.1375,1.0000
1024,32,0.994141,0.1375,1.0000
1024,33,1.000000,0.1375,1.0000
1024,34,0.986328,0.1375,1.0000
1024,35,0.994141,0.1375,1.0000
1024,36,0.972656,0.1375,1.0000
1024,37,0.958984,0.1375,1.0000
1024,38,0.986328,0.1375,1.0000
1024,39,0.986328,0.1375,1.0000
1024,40,0.990234,0.1375,1.0000
1024,41,0.998047,0.1375,1.0000
1024,42,0.974609,0.1375,1.0000
1024,43,0.976562,0.1375,1.0000
1024,44,0.982422,0.1375,1.0000
1024,45,0.992188,0.1375,1.0000
1024,46,0.988281,0.1375,1.0000
1024,47,0.992188,0.1375,1.0000
1024,48,0.986328,0.1375,1.0000
1024,49,0.980469,0.1375,1.0000
1024,0,0.988281,0.1400,1.0000
1024,1,0.992188,0.1400,1.0000
1024,2,0.984375,0.1400,1.0000
1024,3,0.986328,0.1400,1.0000
1024,4,0.982422,0.1400,1.0000
1024,5,0.972656,0.1400,1.0000
1024,6,0.990234,0.1400,1.0000
1024,7,0.986328,0.1400,1.0000
1024,8,0.984375,0.1400,1.0000
1024,9,0.986328,0.1400,1.0000
1024,10,0.986328,0.1400,1.0000
1024,11,0.974609,0.1400,1.0000
1024,12,0.992188,0.1400,1.0000
1024,13,0.994141,0.1400,1.0000
1024,14,0.982422,0.1400,1.0000
1024,15,0.986328,0.1400,1.0000
1024,16,0.968750,0.1400,1.0000
1024,17,0.990234,0.1400,1.0000
1024,18,0.964844,0.1400,1.0000
1024,19,0.964844,0.1400,1.0000
1024,20,0.992188,0.1400,1.0000
1024,21,0.990234,0.1400,1.0000
1024,22,0.994141,0.1400,1.0000
1024,23,0.996094,0.1400,1.0000
1024,24,0.990234,0.1400,1.0000
1024,25,0.990234,0.1400,1.0000
1024,26,0.978516,0.1400,1.0000
1024,27,0.984375,0.1400,1.0000
1024,28,0.996094,0.1400,1.0000
1024,29,0.990234,0.1400,1.0000
1024,30,0.974609,0.1400,1.0000
1024,31,0.988281,0.1400,1.0000
1024,32,0.990234,0.1400,1.0000
1024,33,1.000000,0.1400,1.0000
1024,34,0.986328,0.1400,1.0000
1024,35,0.990234,0.1400,1.0000
1024,36,0.966797,0.1400,1.0000
1024,37,0.958984,0.1400,1.0000
1024,38,0.978516,0.1400,1.0000
1024,39,0.984375,0.1400,1.0000
1024,40,0.986328,0.1400,1.0000
1024,41,0.998047,0.1400,1.0000
1024,42,0.974609,0.1400,1.0000
1024,43,0.978516,0.1400,1.0000
1024,44,0.988281,0.1400,1.0000
1024,45,0.992188,0.1400,1.0000
1024,46,0.982422,0.1400,1.0000
1024,47,0.990234,0.1400,1.0000
1024,48,0.988281,0.1400,1.0000
1024,49,0.984375,0.1400,1.0000
1024,0,0.984375,0.1425,1.0000
1024,1,0.990234,0.1425,1.0000
1024,2,0.978516,0.1425,1.0000
1024,3,0.984375,0.1425,1.0000
1024,4,0.978516,0.1425,1.0000
1024,5,0.974609,0.1425,1.0000
1024,6,0.992188,0.1425,1.0000
1024,7,0.982422,0.1425,1.0000
1024,8,0.972656,0.1425,1.0000
1024,9,0.988281,0.1425,1.0000
1024,10,0.988281,0.1425,1.0000
1024,11,0.976562,0.1425,1.0000
1024,12,0.996094,0.1425,1.0000
1024,13,0.986328,0.1425,1.0000
1024,14,0.978516,0.1425,1.0000
1024,15,0.982422,0.1425,1.0000
1024,16,0.966797,0.1425,1.0000
1024,17,0.980469,0.1425,1.0000
1024,18,0.962891,0.1425,1.0000
1024,19,0.962891,0.1425,1.0000
1024,20,0.988281,0.1425,1.0000
1024,21,0.990234,0.1425,1.0000
1024,22,0.992188,0.1425,1.0000
1024,23,0.998047,0.1425,1.0000
1024,24,0.990234,0.1425,1.0000
1024,25,0.992188,0.1425,1.0000
1024,26,0.976562,0.1425,1.0000
1024,27,0.984375,0.1425,1.0000
1024,28,0.996094,0.1425,1.0000
1024,29,0.992188,0.1425,1.0000
1024,30,0.978516,0.1425,1.0000
1024,31,0.988281,0.1425,1.0000
1024,32,0.990234,0.1425,1.0000
1024,33,0.998047,0.1425,1.0000
1024,34,0.988281,0.1425,1.0000
1024,35,0.988281,0.1425,1.0000
1024,36,0.966797,0.1425,1.0000
1024,37,0.964844,0.1425,1.0000
1024,38,0.974609,0.1425,1.0000
1024,39,0.990234,0.1425,1.0000
1024,40,0.986328,0.1425,1.0000
1024,41,1.000000,0.1425,1.0000
1024,42,0.974609,0.1425,1.0000
1024,43,0.966797,0.1425,1.0000
1024,44,0.988281,0.1425,1.0000
1024,45,0.992188,0.1425,1.0000
1024,46,0.982422,0.1425,1.0000
1024,47,0.994141,0.1425,1.0000
1024,48,0.992188,0.1425,1.0000
1024,49,0.951172,0.1425,1.0000
1024,0,0.980469,0.1450,1.0000
1024,1,0.990234,0.1450,1.0000
1024,2,0.982422,0.1450,1.0000
1024,3,0.984375,0.1450,1.0000
1024,4,0.970703,0.1450,1.0000
1024,5,0.974609,0.1450,1.0000
1024,6,0.990234,0.1450,1.0000
1024,7,0.982422,0.1450,1.0000
1024,8,0.980469,0.1450,1.0000
1024,9,0.986328,0.1450,1.0000
1024,10,0.992188,0.1450,1.0000
1024,11,0.970703,0.1450,1.0000
1024,12,0.996094,0.1450,1.0000
1024,13,0.980469,0.1450,1.0000
1024,14,0.982422,0.1450,1.0000
1024,15,0.978516,0.1450,1.0000
1024,16,0.968750,0.1450,1.0000
1024,17,0.988281,0.1450,1.0000
1024,18,0.958984,0.1450,1.0000
1024,19,0.964844,0.1450,1.0000
1024,20,0.988281,0.1450,1.0000
1024,21,0.990234,0.1450,1.0000
1024,22,0.992188,0.1450,1.0000
1024,23,0.998047,0.1450,1.0000
1024,24,0.990234,0.1450,1.0000
1024,25,0.992188,0.1450,1.0000
1024,26,0.980469,0.1450,1.0000
1024,27,0.984375,0.1450,1.0000
1024,28,0.990234,0.1450,1.0000
1024,29,0.994141,0.1450,1.0000
1024,30,0.976562,0.1450,1.0000
1024,31,0.988281,0.1450,1.0000
1024,32,0.986328,0.1450,1.0000
1024,33,0.998047,0.1450,1.0000
1024,34,0.988281,0.1450,1.0000
1024,35,0.984375,0.1450,1.0000
1024,36,0.966797,0.1450,1.0000
1024,37,0.966797,0.1450,1.0000
1024,38,0.974609,0.1450,1.0000
1024,39,0.984375,0.1450,1.0000
1024,40,0.988281,0.1450,1.0000
1024,41,0.998047,0.1450,1.0000
1024,42,0.974609,0.1450,1.0000
1024,43,0.974609,0.1450,1.0000
1024,44,0.988281,0.1450,1.0000
1024,45,0.992188,0.1450,1.0000
1024,46,0.976562,0.1450,1.0000
1024,47,0.986328,0.1450,1.0000
1024,48,0.990234,0.1450,1.0000
1024,49,0.955078,0.1450,1.0000
1024,0,0.964844,0.1475,1.0000
1024,1,0.986328,0.1475,1.0000
1024,2,0.960938,0.1475,1.0000
1024,3,0.972656,0.1475,1.0000
1024,4,0.964844,0.1475,1.0000
1024,5,0.976562,0.1475,1.0000
1024,6,0.990234,0.1475,1.0000
1024,7,0.984375,0.1475,1.0000
1024,8,0.980469,0.1475,1.0000
1024,9,0.986328,0.1475,1.0000
1024,10,0.986328,0.1475,1.0000
1024,11,0.978516,0.1475,1.0000
1024,12,0.994141,0.1475,1.0000
1024,13,0.970703,0.1475,1.0000
1024,14,0.976562,0.1475,1.0000
1024,15,0.978516,0.1475,1.0000
1024,16,0.970703,0.1475,1.0000
1024,17,0.988281,0.1475,1.0000
1024,18,0.966797,0.1475,1.0000
1024,19,0.953125,0.1475,1.0000
1024,20,0.994141,0.1475,1.0000
1024,21,0.992188,0.1475,1.0000
1024,22,0.990234,0.1475,1.0000
1024,23,0.990234,0.1475,1.0000
1024,24,0.992188,0.1475,1.0000
1024,25,0.996094,0.1475,1.0000
1024,26,0.976562,0.1475,1.0000
1024,27,0.984375,0.1475,1.0000
1024,28,0.990234,0.1475,1.0000
1024,29,0.986328,0.1475,1.0000
1024,30,0.976562,0.1475,1.0000
1024,31,0.988281,0.1475,1.0000
1024,32,0.984375,0.1475,1.0000
1024,33,1.000000,0.1475,1.0000
1024,34,0.984375,0.1475,1.0000
1024,35,0.990234,0.1475,1.0000
1024,36,0.966797,0.1475,1.0000
1024,37,0.968750,0.1475,1.0000
1024,38,0.968750,0.1475,1.0000
1024,39,0.984375,0.1475,1.0000
1024,40,0.970703,0.1475,1.0000
1024,41,0.996094,0.1475,1.0000
1024,42,0.974609,0.1475,1.0000
1024,43,0.968750,0.1475,1.0000
1024,44,0.984375,0.1475,1.0000
1024,45,0.984375,0.1475,1.0000
1024,46,0.980469,0.1475,1.0000
1024,47,0.988281,0.1475,1.0000
1024,48,0.986328,0.1475,1.0000
1024,49,0.960938,0.1475,1.0000
1024,0,0.966797,0.1500,1.0000
1024,1,0.986328,0.1500,1.0000
1024,2,0.970703,0.1500,1.0000
1024,3,0.964844,0.1500,1.0000
1024,4,0.953125,0.1500,1.0000
1024,5,0.970703,0.1500,1.0000
1024,6,0.992188,0.1500,1.0000
1024,7,0.984375,0.1500,1.0000
1024,8,0.980469,0.1500,1.0000
1024,9,0.988281,0.1500,1.0000
1024,10,0.978516,0.1500,1.0000
1024,11,0.972656,0.1500,1.0000
1024,12,0.994141,0.1500,1.0000
1024,13,0.980469,0.1500,1.0000
1024,14,0.974609,0.1500,1.0000
1024,15,0.976562,0.1500,1.0000
1024,16,0.964844,0.1500,1.0000
1024,17,0.982422,0.1500,1.0000
1024,18,0.962891,0.1500,1.0000
1024,19,0.958984,0.1500,1.0000
1024,20,0.990234,0.1500,1.0000
1024,21,0.994141,0.1500,1.0000
1024,22,0.994141,0.1500,1.0000
1024,23,0.990234,0.1500,1.0000
1024,24,0.992188,0.1500,1.0000
1024,25,0.996094,0.1500,1.0000
1024,26,0.974609,0.1500,1.0000
1024,27,0.986328,0.1500,1.0000
1024,28,0.988281,0.1500,1.0000
1024,29,0.988281,0.1500,1.0000
1024,30,0.968750,0.1500,1.0000
1024,31,0.988281,0.1500,1.0000
1024,32,0.976562,0.1500,1.0000
1024,33,1.000000,0.1500,1.0000
1024,34,0.982422,0.1500,1.0000
1024,35,0.984375,0.1500,1.0000
1024,36,0.960938,0.1500,1.0000
1024,37,0.968750,0.1500,1.0000
1024,38,0.966797,0.1500,1.0000
1024,39,0.982422,0.1500,1.0000
1024,40,0.964844,0.1500,1.0000
1024,41,1.000000,0.1500,1.0000
1024,42,0.976562,0.1500,1.0000
1024,43,0.968750,0.1500,1.0000
1024,44,0.986328,0.1500,1.0000
1024,45,0.988281,0.1500,1.0000
1024,46,0.962891,0.1500,1.0000
1024,47,0.986328,0.1500,1.0000
1024,48,0.986328,0.1500,1.0000
1024,49,0.953125,0.1500,1.0000
1024,0,0.964844,0.1525,1.0000
1024,1,0.986328,0.1525,1.0000
1024,2,0.957031,0.1525,1.0000
1024,3,0.958984,0.1525,1.0000
1024,4,0.960938,0.1525,1.0000
1024,5,0.970703,0.1525,1.0000
1024,6,0.990234,0.1525,1.0000
1024,7,0.986328,0.1525,1.0000
1024,8,0.978516,0.1525,1.0000
1024,9,0.986328,0.1525,1.0000
1024,10,0.976562,0.1525,1.0000
1024,11,0.972656,0.1525,1.0000
1024,12,0.990234,0.1525,1.0000
1024,13,0.980469,0.1525,1.0000
1024,14,0.974609,0.1525,1.0000
1024,15,0.972656,0.1525,1.0000
1024,16,0.968750,0.1525,1.0000
1024,17,0.982422,0.1525,1.0000
1024,18,0.966797,0.1525,1.0000
1024,19,0.957031,0.1525,1.0000
1024,20,0.990234,0.1525,1.0000
1024,21,0.984375,0.1525,1.0000
1024,22,0.992188,0.1525,1.0000
1024,23,0.988281,0.1525,1.0000
1024,24,0.992188,0.1525,1.0000
1024,25,0.996094,0.1525,1.0000
1024,26,0.974609,0.1525,1.0000
1024,27,0.988281,0.1525,1.0000
1024,28,0.996094,0.1525,1.0000
1024,29,0.986328,0.1525,1.0000
1024,30,0.960938,0.1525,1.0000
1024,31,0.980469,0.1525,1.0000
1024,32,0.974609,0.1525,1.0000
1024,33,1.000000,0.1525,1.0000
1024,34,0.978516,0.1525,1.0000
1024,35,0.982422,0.1525,1.0000
1024,36,0.964844,0.1525,1.0000
1024,37,0.964844,0.1525,1.0000
1024,38,0.968750,0.1525,1.0000
1024,39,0.980469,0.1525,1.0000
1024,40,0.964844,0.1525,1.0000
1024,41,0.998047,0.1525,1.0000
1024,42,0.974609,0.1525,1.0000
1024,43,0.964844,0.1525,1.0000
1024,44,0.988281,0.1525,1.0000
1024,45,0.992188,0.1525,1.0000
1024,46,0.966797,0.1525,1.0000
1024,47,0.984375,0.1525,1.0000
1024,48,0.986328,0.1525,1.0000
1024,49,0.962891,0.1525,1.0000
1024,0,0.958984,0.1550,1.0000
1024,1,0.986328,0.1550,1.0000
1024,2,0.966797,0.1550,1.0000
1024,3,0.958984,0.1550,1.0000
1024,4,0.951172,0.1550,1.0000
1024,5,0.970703,0.1550,1.0000
1024,6,0.990234,0.1550,1.0000
1024,7,0.978516,0.1550,1.0000
1024,8,0.986328,0.1550,1.0000
1024,9,0.984375,0.1550,1.0000
1024,10,0.982422,0.1550,1.0000
1024,11,0.970703,0.1550,1.0000
1024,12,0.988281,0.1550,1.0000
1024,13,0.980469,0.1550,1.0000
1024,14,0.970703,0.1550,1.0000
1024,15,0.966797,0.1550,1.0000
1024,16,0.966797,0.1550,1.0000
1024,17,0.976562,0.1550,1.0000
1024,18,0.964844,0.1550,1.0000
1024,19,0.953125,0.1550,1.0000
1024,20,0.988281,0.1550,1.0000
1024,21,0.990234,0.1550,1.0000
1024,22,0.988281,0.1550,1.0000
1024,23,0.984375,0.1550,1.0000
1024,24,0.992188,0.1550,1.0000
1024,25,0.996094,0.1550,1.0000
1024,26,0.972656,0.1550,1.0000
1024,27,0.980469,0.1550,1.0000
1024,28,0.992188,0.1550,1.0000
1024,29,0.982422,0.1550,1.0000
1024,30,0.962891,0.1550,1.0000
1024,31,0.976562,0.1550,1.0000
1024,32,0.976562,0.1550,1.0000
1024,33,0.996094,0.1550,1.0000
1024,34,0.974609,0.1550,1.0000
1024,35,0.974609,0.1550,1.0000
1024,36,0.966797,0.1550,1.0000
1024,37,0.968750,0.1550,1.0000
1024,38,0.960938,0.1550,1.0000
1024,39,0.982422,0.1550,1.0000
1024,40,0.951172,0.1550,1.0000
1024,41,0.998047,0.1550,1.0000
1024,42,0.980469,0.1550,1.0000
1024,43,0.953125,0.1550,1.0000
1024,44,0.984375,0.1550,1.0000
1024,45,0.992188,0.1550,1.0000
1024,46,0.960938,0.1550,1.0000
1024,47,0.986328,0.1550,1.0000
1024,48,0.984375,0.1550,1.0000
1024,49,0.964844,0.1550,1.0000
1024,0,0.949219,0.1575,0.9600
1024,1,0.990234,0.1575,0.9600
1024,2,0.972656,0.1575,0.9600
1024,3,0.958984,0.1575,0.9600
1024,4,0.953125,0.1575,0.9600
1024,5,0.972656,0.1575,0.9600
1024,6,0.988281,0.1575,0.9600
1024,7,0.976562,0.1575,0.9600
1024,8,0.982422,0.1575,0.9600
1024,9,0.984375,0.1575,0.9600
1024,10,0.982422,0.1575,0.9600
1024,11,0.968750,0.1575,0.9600
1024,12,0.988281,0.1575,0.9600
1024,13,0.978516,0.1575,0.9600
1024,14,0.970703,0.1575,0.9600
1024,15,0.962891,0.1575,0.9600
1024,16,0.968750,0.1575,0.9600
1024,17,0.972656,0.1575,0.9600
1024,18,0.960938,0.1575,0.9600
1024,19,0.941406,0.1575,0.9600
